eval,T,current_cost,best_cost,accepted
2,250.0,848.0,846.0,1
3,225.0,836.0,836.0,1
4,202.5,832.0,832.0,1
5,182.25,863.0,832.0,1
6,164.025,796.0,796.0,1
7,147.6225,738.0,738.0,1
8,132.86025,738.0,738.0,0
9,119.57422500000001,764.0,738.0,1
10,107.61680250000002,759.0,738.0,1
11,96.85512225000002,728.0,728.0,1
12,87.16961002500003,728.0,728.0,0
13,78.45264902250003,738.0,728.0,1
14,70.60738412025003,782.0,728.0,1
15,63.54664570822503,764.0,728.0,1
16,57.19198113740253,770.0,728.0,1
17,51.472783023662274,770.0,728.0,1
18,46.32550472129605,751.0,728.0,1
19,41.69295424916645,751.0,728.0,0
20,37.52365882424981,791.0,728.0,1
21,33.771292941824825,828.0,728.0,1
22,30.394163647642344,800.0,728.0,1
23,27.35474728287811,794.0,728.0,1
24,24.6192725545903,794.0,728.0,0
25,22.15734529913127,770.0,728.0,1
26,19.94161076921814,770.0,728.0,0
27,17.947449692296328,770.0,728.0,0
28,16.152704723066694,770.0,728.0,0
29,14.537434250760025,775.0,728.0,1
30,13.083690825684023,741.0,728.0,1
31,11.77532174311562,741.0,728.0,1
32,10.597789568804059,741.0,728.0,0
33,9.538010611923653,711.0,711.0,1
34,8.584209550731288,711.0,711.0,0
35,7.725788595658159,711.0,711.0,0
36,6.953209736092343,711.0,711.0,0
37,6.257888762483109,727.0,711.0,1
38,5.632099886234799,727.0,711.0,0
39,5.068889897611319,727.0,711.0,0
40,4.562000907850187,720.0,711.0,1
41,4.105800817065169,718.0,711.0,1
42,3.695220735358652,718.0,711.0,0
43,3.325698661822787,720.0,711.0,1
44,2.993128795640508,720.0,711.0,0
45,2.693815916076457,719.0,711.0,1
46,2.4244343244688116,719.0,711.0,0
47,2.1819908920219304,719.0,711.0,0
48,1.9637918028197374,719.0,711.0,0
49,1.7674126225377638,713.0,711.0,1
50,1.5906713602839875,713.0,711.0,0
51,1.4316042242555889,701.0,701.0,1
52,1.28844380183003,701.0,701.0,0
53,1.159599421647027,701.0,701.0,0
54,1.0436394794823243,701.0,701.0,0
55,0.9392755315340918,701.0,701.0,0
56,0.8453479783806827,690.0,690.0,1
57,0.7608131805426144,690.0,690.0,0
58,0.6847318624883529,690.0,690.0,0
59,0.6162586762395177,690.0,690.0,0
60,0.554632808615566,690.0,690.0,0
61,0.49916952775400936,690.0,690.0,0
62,0.44925257497860843,690.0,690.0,0
63,0.4043273174807476,690.0,690.0,0
64,0.3638945857326728,690.0,690.0,0
65,0.32750512715940555,690.0,690.0,0
66,0.294754614443465,690.0,690.0,0
67,0.26527915299911853,690.0,690.0,0
68,0.23875123769920667,690.0,690.0,0
69,0.21487611392928602,690.0,690.0,0
70,0.19338850253635742,670.0,670.0,1
71,0.17404965228272168,670.0,670.0,0
72,0.1566446870544495,670.0,670.0,0
73,0.14098021834900457,670.0,670.0,0
74,0.12688219651410412,670.0,670.0,0
75,0.11419397686269371,666.0,666.0,1
76,0.10277457917642434,666.0,666.0,0
77,0.0924971212587819,666.0,666.0,0
78,0.08324740913290371,666.0,666.0,0
79,0.07492266821961334,666.0,666.0,1
80,0.06743040139765201,666.0,666.0,0
81,0.06068736125788681,666.0,666.0,0
82,0.05461862513209813,666.0,666.0,0
83,0.049156762618888315,666.0,666.0,0
84,0.044241086356999484,666.0,666.0,0
85,0.03981697772129954,666.0,666.0,0
86,0.03583527994916959,666.0,666.0,0
87,0.03225175195425263,666.0,666.0,0
88,0.029026576758827367,666.0,666.0,0
89,0.026123919082944633,666.0,666.0,0
90,0.02351152717465017,647.0,647.0,1
91,0.021160374457185153,647.0,647.0,0
92,0.019044337011466638,647.0,647.0,0
93,0.017139903310319976,647.0,647.0,0
94,0.015425912979287979,647.0,647.0,0
95,0.013883321681359181,647.0,647.0,0
96,0.012494989513223264,647.0,647.0,0
97,0.011245490561900938,647.0,647.0,0
98,0.010120941505710844,647.0,647.0,0
99,0.00910884735513976,647.0,647.0,0
100,0.008197962619625784,647.0,647.0,0
101,0.007378166357663206,647.0,647.0,0
102,0.006640349721896885,647.0,647.0,0
103,0.005976314749707197,647.0,647.0,0
104,0.005378683274736478,647.0,647.0,0
105,0.00484081494726283,647.0,647.0,0
106,0.004356733452536547,647.0,647.0,0
107,0.003921060107282892,639.0,639.0,1
108,0.0035289540965546032,639.0,639.0,0
109,0.003176058686899143,639.0,639.0,0
110,0.0028584528182092287,639.0,639.0,0
111,0.002572607536388306,639.0,639.0,0
112,0.0023153467827494753,639.0,639.0,0
113,0.002083812104474528,639.0,639.0,1
114,0.0018754308940270752,639.0,639.0,0
115,0.0016878878046243677,639.0,639.0,0
116,0.001519099024161931,639.0,639.0,0
117,0.001367189121745738,639.0,639.0,0
118,0.0012304702095711642,639.0,639.0,0
119,0.001107423188614048,639.0,639.0,0
