eval,T,current_cost,best_cost,accepted
141,0.20022631002942898,631.0,631.0,0
142,0.1902149945279575,631.0,631.0,0
143,0.18070424480155964,631.0,631.0,0
144,0.17166903256148164,631.0,631.0,0
145,0.16308558093340755,631.0,631.0,0
146,0.15493130188673718,631.0,631.0,0
147,0.14718473679240032,631.0,631.0,0
148,0.1398254999527803,631.0,631.0,0
149,0.13283422495514127,631.0,631.0,0
150,0.1261925137073842,631.0,631.0,0
151,0.119882888022015,631.0,631.0,0
152,0.11388874362091424,631.0,631.0,0
153,0.10819430643986852,631.0,631.0,0
154,0.1027845911178751,631.0,631.0,0
155,0.09764536156198134,631.0,631.0,0
156,0.09276309348388226,631.0,631.0,0
157,0.08812493880968814,631.0,631.0,0
158,0.08371869186920372,631.0,631.0,0
159,0.07953275727574353,631.0,631.0,0
160,0.07555611941195635,631.0,631.0,0
161,0.07177831344135853,631.0,631.0,0
162,0.0681893977692906,631.0,631.0,0
163,0.06477992788082607,631.0,631.0,0
164,0.06154093148678476,631.0,631.0,0
165,0.058463884912445516,631.0,631.0,0
166,0.05554069066682324,631.0,631.0,0
167,0.05276365613348207,631.0,631.0,0
168,0.050125473326807966,631.0,631.0,0
169,0.047619199660467564,631.0,631.0,0
170,0.045238239677444184,631.0,631.0,0
171,0.04297632769357197,631.0,631.0,0
172,0.04082751130889337,631.0,631.0,0
173,0.038786135743448705,631.0,631.0,0
174,0.036846828956276265,631.0,631.0,0
175,0.03500448750846245,631.0,631.0,0
176,0.03325426313303932,631.0,631.0,0
177,0.031591549976387356,631.0,631.0,0
178,0.030011972477567987,631.0,631.0,0
179,0.028511373853689587,631.0,631.0,0
180,0.027085805161005106,631.0,631.0,0
181,0.02573151490295485,631.0,631.0,0
182,0.024444939157807107,631.0,631.0,0
183,0.02322269219991675,623.0,623.0,1
184,0.02206155758992091,623.0,623.0,0
185,0.020958479710424863,623.0,623.0,0
186,0.01991055572490362,623.0,623.0,0
187,0.018915027938658437,623.0,623.0,0
188,0.017969276541725514,623.0,623.0,0
189,0.017070812714639238,623.0,623.0,0
190,0.016217272078907274,623.0,623.0,0
191,0.01540640847496191,623.0,623.0,0
192,0.014636088051213815,623.0,623.0,0
193,0.013904283648653122,623.0,623.0,0
194,0.013209069466220465,623.0,623.0,0
195,0.012548615992909441,623.0,623.0,0
196,0.011921185193263968,623.0,623.0,0
197,0.01132512593360077,623.0,623.0,0
198,0.01075886963692073,623.0,623.0,0
199,0.010220926155074693,623.0,623.0,0
200,0.009709879847320958,623.0,623.0,0
201,0.009224385854954909,623.0,623.0,0
202,0.008763166562207164,623.0,623.0,0
203,0.008325008234096805,623.0,623.0,0
204,0.007908757822391964,623.0,623.0,0
205,0.007513319931272366,623.0,623.0,0
206,0.007137653934708747,623.0,623.0,0
207,0.006780771237973309,623.0,623.0,0
208,0.006441732676074644,623.0,623.0,0
209,0.006119646042270911,619.0,619.0,1
210,0.005813663740157365,619.0,619.0,0
211,0.005522980553149497,619.0,619.0,0
212,0.005246831525492022,619.0,619.0,0
213,0.004984489949217421,619.0,619.0,0
214,0.0047352654517565495,619.0,619.0,0
215,0.004498502179168722,619.0,619.0,0
216,0.004273577070210286,619.0,619.0,0
217,0.004059898216699772,619.0,619.0,0
218,0.0038569033058647832,619.0,619.0,0
219,0.003664058140571544,619.0,619.0,0
220,0.003480855233542967,619.0,619.0,0
221,0.0033068124718658182,619.0,619.0,0
222,0.003141471848272527,619.0,619.0,0
223,0.0029843982558589006,619.0,619.0,0
224,0.0028351783430659552,619.0,619.0,0
225,0.0026934194259126574,619.0,619.0,0
226,0.0025587484546170246,619.0,619.0,0
227,0.002430811031886173,619.0,619.0,0
228,0.0023092704802918644,619.0,619.0,0
229,0.0021938069562772713,619.0,619.0,0
230,0.0020841166084634077,619.0,619.0,0
231,0.0019799107780402374,619.0,619.0,0
232,0.0018809152391382254,619.0,619.0,1
233,0.0017868694771813142,619.0,619.0,0
234,0.0016975260033222483,619.0,619.0,0
235,0.0016126497031561358,619.0,619.0,1
236,0.001532017217998329,619.0,619.0,0
237,0.0014554163570984124,619.0,619.0,0
238,0.0013826455392434917,619.0,619.0,0
239,0.001313513262281317,619.0,619.0,0
240,0.001247837599167251,619.0,619.0,0
241,0.0011854457192088884,619.0,619.0,0
242,0.001126173433248444,619.0,619.0,0
243,0.0010698647615860217,604.0,604.0,1
244,0.0010163715235067205,604.0,604.0,0
